customerID,customerName,address,donationAmount,donationDate
999369861,Ms. Ellin Mitchell,8792 Thomas Burgs,10889,2026-03-18 06:39:15.565796
1985120583,Blitz Fund,388 Mary Route,9223,2026-02-01 00:47:49.607435
660916797,Mrs. Pym Lucas,722 Yolanda Common,36582,2026-02-16 02:59:49.919167
1996932586,Marlborough Rare Books Ltd.,9865 Michael Dam Apt. 843,25093,2026-01-16 07:39:45.954653
2018044394,"Ms. Catherine Woodard and Mr. Nelson Blitz, Jr.",09258 Charles Fort Suite 040,6097,2026-01-30 12:32:41.160899
1217332686,Dr. and Mrs. Julius S. Piver,5487 Justin River,34662,2026-02-03 16:57:27.754230
439840644,Dr. and Mrs. Richard Edelstein,285 Bass Plaza Apt. 017,27197,2026-02-03 19:25:45.300403
485258923,Mr. Paul J. Weis,98845 Alvarez Mountains Apt. 988,40247,2026-03-15 23:34:56.462860
1524545541,Mr. and Mrs. Franz Bader,9326 Sanders Alley Apt. 535,46616,2026-02-28 12:37:55.788369
1268158427,Mrs. Claire Penelope Hatch,05774 Ryan Glen,38132,2026-02-13 14:43:05.709631
1825282099,Galerie Documents,73343 Todd Lakes Apt. 123,25282,2026-03-03 04:09:04.445396
1721330080,Mrs. John A. Pope,8564 Johnson Creek Suite 192,13053,2026-03-04 19:05:48.122595
1799064304,"Mrs. John D. Rockefeller, III",0038 Cynthia Wall Suite 416,29897,2026-01-06 22:14:42.866312
1497158269,Mrs. John Farr Simmons,8428 Clark Run,19778,2026-02-12 16:33:11.070011
354143813,Alex Wengraf Limited,02592 Jillian Isle,1715,2026-02-15 12:14:39.078615
1428026351,Professor and Mrs. Henry A. Millon,37625 Huerta Rue,41865,2026-01-09 19:20:14.561852
1605524954,Dr. and Mrs. George M. Baer,741 Jennifer Extension Suite 266,16739,2026-03-07 05:12:34.601682
311074221,Thomas Hart Benton,63099 Schultz Locks Apt. 061,20828,2026-02-14 13:00:04.875905
1261304250,Mr. and Mrs. Eugene V. Thaw,59845 Strong Plaza,21285,2026-01-31 05:27:33.100945
1434249979,Mrs. Douglas H. Gordon,68617 Stephanie Wells Apt. 631,41111,2026-02-20 13:48:33.658127
447355933,Mr. and Mrs. Paul S. Morgan,3829 Brown Lane Apt. 389,46053,2026-02-27 23:04:43.639465
762222902,Miss Agnes Mongan,121 Mercedes Drives Apt. 654,41443,2026-03-01 18:26:14.156001
1256630114,Mrs. John H. Steiner,762 Moore Trafficway Apt. 252,30698,2026-01-05 15:43:10.699340
414372711,Mr. John D. Herring and Mr. Paul L. Herring,0172 James Common Suite 393,36592,2026-03-08 10:57:33.781014
827471942,Mr. Bert Freidus,6492 Welch Drive,31434,2026-02-04 19:01:46.211962
1417798248,Mrs. Jean Jacques,53014 Rios Manors Suite 570,16079,2026-02-24 05:26:31.715543
1510373451,Ms. Mary E. Dodds,1433 Salinas Overpass Suite 330,9581,2026-02-04 12:38:41.124818
542040097,Mr. and Mrs. Henry O. Brandon,45414 Tanner Underpass Suite 411,16689,2026-03-16 08:33:02.234020
773822351,Mrs. Sally Avery,1746 Smith Prairie Apt. 786,18266,2026-03-17 19:48:06.844793
812917270,Mr. and Mrs. Harry A. Brooks,65859 Margaret Oval,20929,2026-02-17 05:42:54.807154
710297812,Mr. Frank R. Eyerly,985 Dustin Green,9650,2026-01-18 21:02:39.569542
964210272,Leo Castelli,543 Carl Walk Apt. 274,38300,2026-02-06 03:21:35.807024
1455480943,Mr. and Mrs. Herbert Vogel,915 Holder River,516,2026-02-22 20:52:50.189156
1459551452,Mr. Irving Blum,43351 Patricia Station,40939,2026-03-01 11:35:06.464192
1191362326,Mr. and Mrs. Richard Diebenkorn,099 Michelle Circle Apt. 957,18860,2026-01-22 04:49:01.872506
394938972,Dr. and Mrs. Donald Saff,63508 Jones Glen,26476,2026-01-23 07:22:50.837088
1182702526,Simmelink/Sukimoto Editions,2962 Benjamin Via,48741,2026-01-28 12:07:41.625892
1076354867,Mr. and Mrs. Arnold B. Glimcher,464 Richardson Divide,20191,2026-02-14 04:51:45.999509
1687035727,Mr. and Mrs. Joseph A. Helman,552 Cindy Lane Apt. 488,40965,2026-02-22 21:37:08.986456
111390114,Margo Leavin,861 Mason Islands Apt. 013,7068,2026-01-16 07:09:16.999386
1954047229,Robert Miller,68465 Riddle Lights,8892,2026-01-11 09:53:50.818463
1500827876,Mr. and Mrs. Roger Sonnabend,66193 Nicholas Glen,35754,2026-02-06 05:51:18.806104
161698154,Millard Acquisition Fund,49508 Richard Brook Apt. 286,1828,2026-01-31 19:17:45.099400
794338025,Adolph Caspar Miller,7209 Diaz Inlet,25016,2026-02-22 10:05:32.216064
1990011630,R. K. Mellon Family Foundation,976 Zachary Crescent,40770,2026-03-16 00:23:05.076262
558337233,The Honorable and Mrs. Lloyd N. Cutler,3423 Williams Ford Apt. 028,37058,2026-03-10 02:51:53.459740
1607111656,Helena Gunnarsson,1931 Ramos Canyon,3824,2026-02-17 22:47:37.812533
2134689569,Prentiss Taylor,723 Kevin Estate Suite 209,47371,2026-01-07 06:23:11.753237
1805899349,Mr. and Mrs. Arthur K. Wheelock,12486 Justin Loaf,1253,2026-01-16 01:56:26.772658
526106926,L'Estampe Originale,78620 Smith Land,29223,2026-02-10 17:32:04.559156
849895572,Mrs. Charles Prendergast,4804 Terry Motorway Apt. 178,9768,2026-01-04 10:40:10.966819
359927566,Kentucky Educational Television,1382 Kenneth Manors,48140,2026-01-16 00:57:27.641085
495247140,Kate de Rothschild,8110 Burton Drive Apt. 581,29026,2026-03-14 12:35:27.302615
1883547425,Dr. Ronald H. Cordover,2301 Brown Divide,23602,2026-01-19 09:09:09.531730
854322488,Mr. Ferdinand Lammot Belin,67231 Gibson Junctions,32513,2026-02-04 15:12:46.288077
1413943616,Mrs. William Corcoran Custis,4988 Davis Trail,44575,2026-01-03 21:39:45.674318
1488826506,Mr. Winslow Ames,203 Woodard Pass,32935,2026-01-08 17:07:12.822110
2018347366,Mr. Dimitri Theodore Tselos,150 Anderson Crest,9052,2026-03-01 02:29:15.575259
1052267151,Mrs. Ansel Adams,61462 Gregory Parks Apt. 362,49124,2026-01-14 20:13:05.510216
1602523591,Mr. and Mrs. Iain A.W. Nasatir,79611 Watkins Mountain,17548,2026-02-05 21:15:23.288838
2117121915,"Thomas Jefferson Coolidge, IV",3401 Jason Light,11254,2026-03-11 10:41:44.446110
1729463436,Mr. Lee V. Eastman,40568 Lee Grove,12734,2026-03-03 12:05:01.866579
798877942,"Copley Amory, Jr.",8419 Emily Harbor Apt. 026,2861,2026-01-25 05:52:08.839648
432217996,Mr. and Mrs. John Davis Hatch,1881 Eric Coves,41915,2026-03-07 07:47:31.013836
2049319066,"Horace Havemeyer, Jr.",9680 Simpson River Suite 025,34442,2026-01-04 17:17:00.160255
2040751686,Harry Waldron Havemeyer,97152 George Fort Apt. 140,10103,2026-01-24 23:21:03.866447
1276647288,Joseph H. Hazen,855 Boyd Isle Apt. 410,47464,2026-02-09 16:03:23.299748
1012798046,Mr. Louis J. Hector,65649 Dillon Landing,18245,2026-01-29 10:28:37.049067
179534509,Mrs. Andrew S. Keck,64663 Jensen Island Suite 857,9040,2026-02-02 20:57:36.974176
773182866,Walter Amory,86129 Foster Streets Apt. 519,46831,2026-01-06 12:46:51.832417
1270058280,Henry Russell Amory,0597 Shawn Bypass Suite 161,12694,2026-01-11 18:28:20.471437
1400893583,Trustees of the Ailsa Mellon Bruce Estate,204 Clark Glens,31557,2026-02-17 12:02:52.026564
996647401,Mr. and Mrs. James M. Walton,56736 Reeves Streets,34422,2026-02-09 04:07:36.470628
747872880,Ms. Patricia Wengraf,16442 Davis Street Apt. 058,32525,2026-03-11 15:06:53.671455
659123384,"Mr. and Mrs. Harry H. Lunn, Jr.",800 Ryan Lodge Apt. 389,30951,2026-01-22 15:50:06.036108
1119270909,Margaret W. Weston,366 Rhonda Shore Apt. 946,4380,2026-02-26 04:21:13.044179
1437390107,Mr. and Mrs. Bernard Berman,607 Raymond Villages,40768,2026-01-08 21:39:56.314485
1805965141,Iris & B. Gerald Cantor Foundation,289 Ford Fords Suite 394,21636,2026-02-06 16:32:26.293429
2037266395,Mr. and Mrs. Jan Mladek,49865 Lee Ford Suite 769,28704,2026-03-12 00:48:20.571930
1480557935,Z-Bank of Vienna,89645 Kane Landing Apt. 386,4276,2026-03-18 06:11:27.581995
410370754,Mr. and Mrs. Philip Gibson Hodge,0572 Gutierrez Path,19837,2026-02-21 21:33:29.674838
1712655941,Ms. Mary Pascall Young Doty,9154 Davis Corners Apt. 659,3960,2026-03-05 13:51:29.865939
162587608,John Berggruen Gallery,22920 Lopez Pike,28696,2026-01-24 13:17:50.817200
512086105,Robert Elkon Gallery,353 Michael Union Suite 914,36381,2026-03-15 17:09:54.084938
2093720394,Sidney Janis Gallery,154 Michael Valley,35857,2026-01-10 13:08:43.127474
1399936174,Daniel Katz,802 Alexander Club Suite 003,41111,2026-02-07 08:24:12.197496
1829201115,The Matthiesen Gallery,5608 Tucker Ville,2596,2026-01-22 06:26:26.274099
204141691,"Robert Miller Gallery, Inc.",918 Ashley Crest,13666,2026-01-24 15:45:09.332962
1785151039,Spink & Son Ltd.,50993 Thompson Court Suite 500,18611,2026-03-04 06:10:25.071761
1993983012,Mr. Ephraim Ilin,7066 Heath Roads Apt. 866,38709,2026-01-05 21:41:15.442235
1862932983,Art Advisory SA,72008 Hale Knoll,33034,2026-02-11 21:26:20.688885
1930078914,Mr. Arthur G. Rosen,5042 Jeffery Vista,48491,2026-02-01 10:45:57.909122
1399208852,Mr. Martin N. Rosen,480 Julie Burg Apt. 439,21389,2026-01-28 00:17:47.276432
2135026834,Mr. and Mrs. Daniel Fendrick,819 Aaron Mountain Suite 572,6495,2026-01-18 02:26:48.433000
1202950233,Mrs. Mary Hemingway,0232 Joe Mountain Suite 475,42293,2026-01-12 04:18:53.497490
1255438135,Ms. Candida Smith,4406 Wilcox Mill,33884,2026-02-07 18:57:17.328057
1060825351,"Stanley Moss and Co., Inc.",548 Stephens Forks,9222,2026-03-07 09:44:38.674228
1462745950,Richard L. Feigen,05089 Weaver Island Apt. 064,36691,2026-01-18 07:51:14.273914
1666328950,Mr. and Mrs. Samuel A. Stern,288 Tracy Fields,4635,2026-03-10 15:05:33.771797
1758657365,Mr. and Mrs. Miles Rubin,635 Mary Burgs Suite 476,19974,2026-01-29 10:01:21.295216
436830056,Mr. Harold Day,33982 Amanda Mountains Apt. 259,25291,2026-01-05 02:45:10.954190
1676436118,Dr. Guido Goldman,7458 David Locks,26337,2026-01-05 14:19:36.557114
729393429,Mrs. Claire Baines,37721 Jimmy Terrace Apt. 824,37922,2026-03-11 14:14:31.726865
1539525840,John Mitchell Fine Paintings,14839 Erin Valley Apt. 812,8649,2026-03-11 04:41:17.783257
854446028,Pegasus Fine Arts,4960 Andrea Falls Suite 359,16014,2026-02-16 05:59:00.033791
712383773,Sculpture and Decorative Arts Curators Fund,714 Kerr Forges Apt. 663,43591,2026-03-06 10:59:02.175491
1319081497,Dr. and Mrs. Ronald R. Lubritz Fund,94179 Austin Rue Suite 637,47922,2026-02-05 16:22:24.426899
1851052778,"Duveen Brothers, Inc.",2871 Washington Junction Suite 847,36312,2026-02-22 06:18:54.194767
911294191,The Bookpress Ltd.,1441 Michael Lodge Apt. 432,47289,2026-02-10 02:27:54.794858
597182927,Committee of Italian Artists,360 Castaneda Center Suite 820,11058,2026-03-10 11:37:06.207683
1078587490,Mr. and Mrs. Nathan L. Halpern,97386 Jennifer Harbors,39886,2026-02-27 21:57:10.452231
182123625,C. Michael Paul Memorial Fund,3549 Jefferson Cape Apt. 891,30555,2026-01-07 23:26:16.746577
621110013,Hope Garland Ingersoll,687 Wong Ridges Suite 285,27607,2026-01-16 13:18:19.710713
312046483,Mr. Eric Martin Wunsch,04882 Michael Row Suite 136,39610,2026-02-05 12:54:32.365914
350490023,Mr. Lincoln Kirstein,2143 Brianna Drive Apt. 664,26775,2026-02-01 04:43:09.574174
529801225,Mrs. Frederick Zimmermann,981 Natasha Island Apt. 256,4202,2026-02-17 23:42:39.831207
1127156824,Mary Kelly Memorial Fund,5272 Lisa Track,4544,2026-01-18 18:00:14.399352
1058278724,Mrs. Robert Low Bacon,6213 Rodriguez Loaf Apt. 951,6624,2026-03-02 15:07:23.737259
1207266738,Grey Froelich Memorial Fund,81451 Terry Walk Suite 865,14063,2026-01-10 05:36:20.662586
520915160,Peter H. Deitsch,764 Rhonda Rapids,21003,2026-01-27 23:08:03.964853
1520625777,Mrs. Robert H. Thayer,8030 Mckenzie Court Suite 107,11753,2026-02-11 06:45:44.884907
1063924787,Couturier - Nicolay,69556 Carlson Skyway Apt. 138,33629,2026-02-25 18:02:38.669924
335524841,Stabilimento Falivo,7696 Kenneth Shore,46584,2026-02-02 17:52:51.570510
2064028561,Professor Armando Nocentini,95483 Kerr Flats,10130,2026-02-22 00:18:14.071609
856895291,Mr. and Mrs. David C. Ruttenberg,2765 Mcintyre Haven Suite 042,23040,2026-02-08 23:09:53.560353
631099921,Alice Adam,417 Liu Viaduct,26428,2026-01-23 08:31:38.339760
701540013,Roman Norbert Ketterer,6229 Manuel Mount Suite 685,42714,2026-02-10 07:59:41.084754
1451689706,Mr. and Mrs. R. E. Lewis,452 Ramos Throughway,24814,2026-02-26 20:08:06.691773
1503946357,Mr. Russ Anderson,03816 Tyler Meadows Apt. 109,18554,2026-01-24 01:52:38.679550
152931147,"Gerhard E. Pinkus and Marianne Pinkus Trustees of the Community Trust created under the Gerhard E. Pinkus and Marianne Pinkus inter, vivos Trust Agreement, dated 10/28/97",6926 Tara Valleys,31472,2026-03-05 20:32:54.732210
689664359,Mr. Charles D. Ficken,351 William Falls,21115,2026-01-17 09:55:36.286286
1999888106,Mr. Lawrence Zicklin,395 Robert Estates,4978,2026-02-16 04:56:58.042729
643377949,Sperone Westwater,188 Morgan Spur Suite 024,25004,2026-01-23 22:09:56.430979
213974576,Mr. Henry Strachey,7203 Bryan Path Suite 825,13894,2026-01-04 20:31:41.016615
340563494,Ms. Pamela Gordon,94699 Michelle Cliff,29995,2026-02-25 07:02:29.795334
1083945129,Mr. Jeannot R. Barr,00983 Jamie Creek Suite 429,29104,2026-01-08 10:33:18.148044
518815360,Mr. Michael Marsh,10953 Tyler Station Apt. 046,15695,2026-01-10 06:31:30.713062
2104773538,Ms. Lesley Hughes,8410 Hicks Prairie,1491,2026-03-17 21:08:28.189428
1180862133,Aaron I. Fleischman,274 Bell Ports,24812,2026-02-09 19:07:51.497087
514264317,Pollock/Krasner Estate,79468 Benjamin Lock Apt. 256,34766,2026-03-18 19:56:49.827783
152327396,Leonard R. Stachura Fund,677 Matthew Branch Apt. 399,49428,2026-02-18 23:31:10.490130
2052266759,Ms. Ann R. Vershbow,8578 Robinson Unions Apt. 416,10115,2026-03-14 08:26:00.117425
862530314,Gardner Cox,453 Matthew Pike,12296,2026-01-12 04:00:14.337439
1972632808,"The Mark Rothko Foundation, Inc.",974 Hogan Via,16212,2026-02-28 05:34:31.204544
1037119735,Dr. Nan Rosenthal,6668 Parker Summit Suite 169,10292,2026-01-05 12:36:59.439485
1428456843,"John Ridgely, Jr.",14517 Kayla Squares,18526,2026-03-12 19:33:20.322661
1489133633,Avalon Fund,8714 Lowe Neck,32066,2026-03-13 20:13:26.336811
1322858057,Carstairs Gallery,96359 Michelle Terrace Suite 733,8241,2026-02-17 18:51:18.733674
853532610,Dr. and Mrs. Charles F. Gibbs,0734 Brian Loop Suite 003,28114,2026-01-14 11:12:51.413761
1655482560,"Sherwood B. Smith, Jr.",898 James Spring,9781,2026-02-20 04:01:33.497560
677122975,Benjamin B. Smith,5426 Peter Crossing,39349,2026-03-03 20:11:00.105365
919894623,Mr. J. Russell Lowe,3873 Marie Stream Suite 577,48958,2026-01-02 00:27:44.421800
1485615003,Mr. and Mrs. John Hadley Cox,530 Amanda Forges,1014,2026-02-23 02:31:42.304625
1132581960,World Art Medals,39527 Joseph Cove Suite 127,15826,2026-02-19 16:16:00.456250
632610579,Xavier Nobel Corporation,86387 Omar Well,36811,2026-02-08 01:52:20.813647
1225994531,Castelli Feigen Corcoran,2097 Travis Camp,16986,2026-01-16 05:44:46.196701
1993762161,Ms. Mildred Gott Bryan,810 Snyder Hills,12532,2026-03-18 03:27:39.240942
1568149544,Mrs. Barnett Newman,7902 Hicks Skyway Suite 629,14419,2026-01-02 13:57:56.717854
1405624741,Mr. and Mrs. Paul Josefowitz,844 Vincent Motorway,2735,2026-03-10 06:38:59.790717
652996940,Mr. and Mrs. Robert L. Manning,067 Martinez Fall Apt. 923,10041,2026-02-23 21:32:52.174830
411139098,Willem de Kooning,99036 Barton Green Apt. 719,35636,2026-01-23 07:06:52.783780
1974449636,"Mr. and Mrs. John C. Marin, Jr.",450 Wise Forges,39712,2026-02-03 13:03:58.659511
242679411,Mrs. Ruth Blumka,9781 Ruiz Lakes,13067,2026-02-02 20:00:16.809926
1995508441,Mr. and Mrs. Anthony Geber,72886 Brian Islands,22341,2026-01-28 23:25:45.669582
503467250,Ms. Kate Ganz,61392 Allen Well,49807,2026-03-12 21:24:19.500952
841169895,Mr. and Mrs. Philip Brookman,15898 Eric Shoal,1650,2026-01-25 19:43:14.671088
196016577,Mr. and Mrs. Werner H. Kramarsky,34993 Moon View,44507,2026-01-17 13:50:59.010929
844044673,Mr. and Mrs. Warren Brandt,45997 Brian Forges Suite 120,25992,2026-01-10 19:03:56.298264
1978930094,Dr. Phyllis Hattis,76861 Mayer Meadow Suite 940,37090,2026-03-01 22:09:13.163609
943942739,Mr. Gilbert S. Kahn,745 Elizabeth Viaduct,12093,2026-01-13 23:04:35.633851
740987864,Mr. George Erion,315 Barry Way Apt. 327,24128,2026-01-20 05:09:06.295200
791793060,Richard S. Zeisler,1385 Rogers Land Suite 081,17883,2026-03-04 02:36:56.829680
285101304,Professor Karl Lunde,11626 Beth Throughway Apt. 086,8159,2026-02-12 18:02:32.829189
383059647,Mr. and Mrs. B. Gerald Cantor,7051 Andrea Lodge Apt. 122,21668,2026-02-03 02:03:38.167584
862806136,Mrs. John Jay Ide,2649 Kristen Forges Apt. 702,35273,2026-01-03 11:48:47.516067
1466940692,Mr. and Mrs. William C. Janss,52312 Johnathan Rue,39702,2026-01-21 06:35:03.398010
855119243,Mr. Edward J. Lenkin,922 Lane Unions,39571,2026-02-11 22:42:29.543542
767053641,Lorser Feitelson,7042 Adam Stream Apt. 559,27868,2026-01-31 10:22:13.452294
1572132869,The Honorable Robert H. Thayer,04197 Crystal Manors,40764,2026-01-08 09:00:33.024718
391793992,Mrs. Arthur Z. Gardiner,6721 Rosario Brooks,30702,2026-03-08 15:45:38.439473
1467480513,Mr. and Mrs. Gilbert H. Kinney,96451 Tiffany Loaf,26878,2026-01-02 19:05:28.055609
1988242490,Ms. Andrea Woodner,09485 Tony Stream Suite 296,20436,2026-03-15 08:45:36.741877
955380663,Mr. and Mrs. Stanley Grinstein,2740 Baker Branch Apt. 802,45897,2026-01-01 04:29:24.427078
1216068750,Dr. Richard A. Simms,334 Hanson Manors,47067,2026-02-05 08:43:53.401307
110591677,Mr. and Mrs. William N. Cafritz,86477 Rebecca Dam Apt. 528,31288,2026-02-03 10:50:55.350642
411869171,Mr. Ladislaus von Hoffmann,1061 Troy Spurs,29574,2026-02-25 02:36:28.192348
733458263,Mr. and Mrs. James T. Dyke,87660 Harris Summit Suite 948,3713,2026-02-11 21:26:31.293943
218202361,Mrs. Morton G. Neumann,74687 Thomas Mission Suite 681,24958,2026-03-12 06:54:08.237818
1038448643,"Patricia Bauman and John L. Bryant, Jr.",72532 Michael Causeway Suite 203,41575,2026-03-19 08:50:00.465202
1660243478,Joseph F. McCrindle,8276 Dean Cape,39204,2026-02-21 11:37:12.667521
1164356103,Mr. and Mrs. Neil F. Phillips,88464 Ashley Shoals,19378,2026-01-19 11:58:08.013194
661454009,Mr. Ivan E. Phillips,072 Ricky Spring,36810,2026-01-02 17:33:43.128227
2016442249,Mr. and Mrs. David A. Cleveland,92591 Stokes Meadows Apt. 459,14470,2026-01-08 10:04:07.795135
286979090,Mr. and Mrs. Robert Hilton Simmons,76781 Shannon Coves,30821,2026-02-15 21:03:13.984928
1064450527,Ms. Natalie Fuller Allen,2538 Greg Pike,11847,2026-02-28 07:24:33.189768
719793443,Mr. and Mrs. Donald B. Marron,39385 Glass Causeway,21461,2026-03-18 15:54:25.887496
1158749918,Mrs. Norma B. Marin,68750 Sandra Motorway Apt. 876,38562,2026-03-02 08:50:49.113986
1079139884,"The Honorable and Mrs. William Nitze, II",247 Rebekah Estates Suite 224,13994,2026-01-16 12:18:19.768629
180155250,Mr. and Mrs. Gilbert Butler,03447 Schultz Isle Suite 503,11901,2026-02-09 11:03:31.962728
1624366041,Dr. and Mrs. Kent Minichiello,9377 Gardner Lane,29029,2026-02-06 17:28:14.711601
1069077683,Helen Frankenthaler,3278 Sean Flats,19629,2026-03-03 16:38:34.292533
1995627096,Kimbell Art Museum,312 Kevin Creek Suite 946,19537,2026-01-10 14:44:59.802254
1605057239,Pennsylvania Academy of the Fine Arts,78951 Michael Knolls,19962,2026-02-22 01:02:25.567528
1112478661,Barkley L. Hendricks,170 Jack Ports Apt. 342,3980,2026-01-01 18:01:04.083131
269061698,Trustees of the Hon. Thomas Coke's Chattels Fund,614 Justin Ranch,9980,2026-01-07 21:04:07.949540
251232759,Judith L. Pillsbury,32971 John Rest Suite 261,15665,2026-01-01 05:39:34.422311
1475747133,Mrs. Najeeb E. Halaby,5942 Mcclain Motorway,11892,2026-01-29 04:51:04.272942
1157139797,Eric G. Carlson,3802 Daniel Corner Apt. 177,26058,2026-03-19 15:01:06.205678
456387987,Mr. and Mrs. Christopher Middendorf,1662 Michael Path,48432,2026-02-26 03:42:33.628449
406555273,Billy Morrow Jackson,823 Hinton Village,840,2026-01-05 02:53:24.287437
722768740,Dr. Ruth Ivor,2252 Richards Station Suite 016,7738,2026-01-24 00:52:28.703268
1705457639,Mr. J. Randall Plummer,1539 Myers Keys,15771,2026-01-10 22:24:55.905504
333379715,Mrs. Robert M. Weidenhammer,359 Harrison Flats Apt. 430,21458,2026-01-22 04:44:04.386983
1754738547,Ms. Nancy Voorhees,513 Antonio Knoll Apt. 842,2267,2026-03-09 19:56:11.451280
124829060,Francine Schear Linde,1699 Garcia Meadow,24385,2026-01-06 21:24:06.348188
349876149,Ms. Paula Cooper,38093 Parrish Inlet,9764,2026-02-01 18:30:30.807679
183375555,Mr. and Mrs. Frederick Schab,751 Jennifer Turnpike Suite 763,39030,2026-03-18 03:17:30.019334
1054478707,"Ehlers Caudill Gallery, Ltd.",3120 Corey Common Suite 223,48270,2026-03-03 21:05:14.521104
403897036,Dr. and Mrs. Robert C. Nowinski,22863 Kevin Hollow Apt. 099,30020,2026-01-13 10:24:19.164517
523525296,Mr. and Mrs. Norman Hirschl,15561 Lisa Row Apt. 800,42076,2026-01-04 06:53:44.564625
1191794362,Mr. and Mrs. John Goelet,56905 Martinez Garden,39756,2026-02-21 06:21:14.669403
2064526376,Mr. and Mrs. S. Michael Marcy,769 Bryan Loaf Apt. 195,16893,2026-03-01 11:27:42.430089
999251219,Mrs. Ione Ulrich Sutton,37737 Donald Knolls Suite 219,10560,2026-01-17 12:40:11.780782
2013427219,Mr. Stephen Strickland,10476 Adriana Lakes Suite 230,1894,2026-03-02 23:08:22.443530
1352106563,Mr. and Mrs. Will Barnet,763 David Center Apt. 407,29565,2026-01-29 01:31:57.881046
1037495360,Mrs. Robert A. Hauslohner,229 Carter Tunnel Suite 563,1865,2026-01-30 06:39:27.278919
147362860,"John C. Marin, Jr.",188 Jose Stravenue Apt. 671,39817,2026-01-26 14:52:25.087583
984210581,Mr. Leonard E.B. Andrews,8762 Blair Center Apt. 610,20600,2026-01-16 09:15:33.986449
284536325,Bulgarian Embassy,988 Douglas Creek Apt. 755,45646,2026-02-17 18:21:01.829037
1000366704,"Harari and Johns, Ltd.",13590 Baker Brook,29648,2026-01-30 16:26:07.527066
1656077796,Mr. Pierre S. du Pont,27933 Gonzales Brooks Apt. 278,32748,2026-01-03 13:40:07.941887
271093367,Atlanta Art Association,902 James Crescent Apt. 820,6257,2026-02-11 15:33:53.576069
1440725665,Mrs. John Russell Pope,921 Moore Divide Suite 186,15347,2026-03-02 12:06:26.354658
539457281,Mr. August Mencken,2054 Gutierrez Dale,34087,2026-01-11 03:24:56.685727
602493608,Pollux Corporation,4235 Davis Falls Apt. 766,47273,2026-01-12 10:14:37.253757
260230369,Mr. David L. O'Neal,69718 Samantha Shoal,5977,2026-02-15 20:21:45.614083
2064932379,Mr. John R. Gaines,1110 Katie Corner Suite 657,3098,2026-02-03 02:46:58.018232
481801366,Mrs. Abner Brenner,826 Khan Unions,20324,2026-01-09 18:10:01.921723
815065000,Mr. and Mrs. Gordon Gray,05988 Taylor Isle Suite 970,9585,2026-01-06 14:25:47.561985
1887487438,Mrs. Dorothy Lichtenstein,87633 Jose Turnpike,37309,2026-02-11 11:43:42.569753
1713096530,Mr. Lee G. Rubenstein,2175 Misty Pass,32018,2026-03-13 06:53:21.462156
430461941,Mrs. Richard Lindner,783 Dakota Crest Apt. 966,42884,2026-01-30 11:26:59.097577
832539741,Mrs. George Cotton Smith Adams,86231 Joseph Springs,14216,2026-02-28 19:43:38.391817
1782937193,Mrs. Elisabeth de Picciotto,152 Brenda Squares,16172,2026-01-10 00:40:21.714032
1809892507,Mrs. Maria Petschek Smith,685 Stone Knoll Apt. 425,27639,2026-03-14 22:03:12.873805
1156723250,The Armand Hammer Foundation,799 Laura Village,20671,2026-03-16 23:02:01.221900
814414010,Dr. and Mrs. Webster Gelman,47070 Alexander Walks,18942,2026-01-16 10:37:56.510023
788780221,Captain Nicholas Brown,724 Trevor Squares Suite 322,25385,2026-03-03 10:27:58.200225
463823736,Mrs. Edwin G. Fischer,01282 Porter Parks Apt. 218,33770,2026-03-02 04:28:39.102113
1281192281,Mr. Alexander Vershbow,53826 Kaitlin Ferry,33343,2026-01-16 01:16:55.118105
1965723230,Dr. Thomas A. Mathews,841 Michelle Street Suite 978,6368,2026-03-10 00:06:56.012943
517858493,Mr. Sheldon J. Tashman,097 Kelly Cove,46639,2026-03-13 22:21:34.222550
1546166883,Rossella Gilli,97297 Krista Key,23257,2026-01-15 19:28:52.375505
1747286141,Mr. and Mrs. George Jaffin,2661 Hill Cliffs Apt. 189,23249,2026-01-17 03:07:05.216011
1119170074,Mr. Malcolm H. Wiener,2277 Johnson Falls Suite 823,39936,2026-01-25 14:39:37.958219
1807544667,Valeria Bella Stampe,56619 Daniel Road Suite 697,11494,2026-03-18 11:22:55.321243
523320322,Tibor de Nagy Art Gallery,7237 Tran Forge,7828,2026-01-02 10:17:27.850104
696957248,American Security and Trust Company,9768 Sara Trail Apt. 635,26470,2026-01-26 15:10:50.227148
1930293884,Mr. and Mrs. Murry Robinson,8164 Davis Plaza,21237,2026-03-18 13:04:12.990509
1798748567,Mr. William Metcalf,3704 Anderson Cliff Suite 948,49284,2026-02-14 06:17:50.624053
1842865606,Mr. Peter M. Brant,340 Harris Via,49551,2026-01-05 06:39:13.943372
1528611882,The Circle of the National Gallery of Art,03185 Gomez Forest Suite 068,19268,2026-03-16 02:35:10.977559
934705474,The Leger Galleries Ltd.,604 Jackson Mountain,29632,2026-02-06 10:43:13.790550
1714303688,Impressions Workshop,957 Ariel Squares Suite 576,46290,2026-03-10 14:12:15.327332
548016891,Estate of John Nichols Estabrook,410 Mindy Club,45952,2026-02-21 11:04:29.311391
1956983949,Ms. Eleanor Selling,941 Ramos Coves,37657,2026-02-22 15:29:41.810687
2003074302,Mr. and Mrs. Jeff Dorfman,8445 Salas Square,46646,2026-01-20 10:45:00.965306
